,numRooms,house_configuration,cleaned_house_type,location,city,latitude,longitude,currency,numBathrooms,numBalconies,isNegotiable,Status,converted_house_size,cleaned_security_deposit,price
0,2,BHK,Apartment,Lohegaon,Pune,18.6058197,73.91240692,INR,2.0,0.0,Not Negotiable,Unfurnished,906.0,0.0,12000.0
1,1,BHK,Apartment,Anand Nagar,Pune,18.47437668,73.82054901,INR,1.0,0.0,Not Negotiable,Semi-Furnished,650.0,0.0,11000.0
2,1,RK,Studio Apartment,Wagholi,Pune,18.58033562,73.9805069,INR,1.0,0.0,Not Negotiable,Unfurnished,350.0,0.0,4500.0
3,3,BHK,Apartment,Sangamvadi,Pune,18.54178619,73.88245392,INR,2.0,0.0,Not Negotiable,Furnished,1500.0,0.0,35000.0
4,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
5,2,BHK,Apartment,Tathawade,Pune,18.64037323,73.73686218,INR,2.0,0.0,Not Negotiable,Semi-Furnished,975.0,0.0,15500.0
6,1,BHK,Independent House,Hinjewadi,Pune,18.57936478,73.73588562,INR,1.0,0.0,Not Negotiable,Unfurnished,540.0,0.0,24000.0
7,2,BHK,Apartment,Viman Nagar,Pune,18.57242584,73.9076767,INR,2.0,0.0,Not Negotiable,Semi-Furnished,800.0,0.0,40000.0
8,2,BHK,Apartment,Undri,Pune,18.44660759,73.90554047,INR,2.0,0.0,Not Negotiable,Unfurnished,1050.0,0.0,16000.0
9,2,BHK,Apartment,Pimple Nilakh,Pune,18.56818581,73.79068756,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1050.0,0.0,38000.0
10,1,BHK,Apartment,Kharadi,Pune,18.55333519,73.94477844,INR,1.0,0.0,Not Negotiable,Unfurnished,700.0,0.0,23000.0
11,5,BHK,Apartment,Tathawade,Pune,18.62474632,73.73732758,INR,5.0,0.0,Not Negotiable,Semi-Furnished,2500.0,0.0,51000.0
12,3,BHK,Apartment,Lohegaon,Pune,18.60659409,73.90982056,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1280.0,0.0,23000.0
13,3,BHK,Apartment,Mohammed wadi,Pune,18.47053337,73.91357422,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1630.0,0.0,41000.0
14,3,BHK,Apartment,NIBM Annex Mohammadwadi,Pune,18.4641552,73.90855408,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,75000.0
15,3,BHK,Apartment,Bavdhan,Pune,18.51470566,73.77187347,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1333.0,0.0,31000.0
16,3,BHK,Apartment,Balewadi,Pune,18.57761574,73.77683258,INR,3.0,0.0,Not Negotiable,Unfurnished,1500.0,0.0,38000.0
17,3,BHK,Independent House,Bavdhan,Pune,18.5135746,73.76791382,INR,3.0,0.0,Not Negotiable,Furnished,2300.0,0.0,85000.0
18,1,BHK,Apartment,Wadgaon Sheri,Pune,18.55271912,73.92081451,INR,1.0,0.0,Not Negotiable,Semi-Furnished,550.0,0.0,15000.0
19,1,BHK,Apartment,Pimple Nilakh,Pune,18.57625198,73.78787231,INR,1.0,0.0,Not Negotiable,Unfurnished,600.0,0.0,18000.0
20,3,BHK,Apartment,Chinchwad,Pune,18.65039825,73.79167938,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1354.0,0.0,30000.0
21,2,BHK,Apartment,Hadapsar,Pune,18.51910019,73.9276123,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1200.0,0.0,33000.0
22,2,BHK,Apartment,Gultekdi,Pune,18.48172569,73.86858368,INR,2.0,0.0,Not Negotiable,Furnished,950.0,0.0,25000.0
23,1,RK,Studio Apartment,Karve Nagar,Pune,18.49023247,73.819664,INR,1.0,0.0,Not Negotiable,Unfurnished,350.0,0.0,11000.0
24,3,BHK,Apartment,Baner,Pune,18.56738091,73.78688049,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1400.0,0.0,42000.0
25,3,BHK,Apartment,Sopan Baug,Pune,18.51603508,73.90481567,INR,3.0,0.0,Not Negotiable,Unfurnished,2310.0,0.0,60000.0
26,2,BHK,Apartment,Dhayari,Pune,18.45897293,73.78629303,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,16000.0
27,4,BHK,Apartment,Koregaon Park,Pune,18.54000092,73.90000153,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3800.0,0.0,200000.0
28,3,BHK,Apartment,Kharadi,Pune,18.55271912,73.94644165,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1400.0,0.0,45000.0
29,1,BHK,Apartment,Gahunje,Pune,18.66391754,73.70794678,INR,1.0,0.0,Not Negotiable,Semi-Furnished,750.0,0.0,23000.0
30,3,BHK,Apartment,Hinjewadi,Pune,18.60011864,73.72468567,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,20000.0
31,1,BHK,Apartment,Chinchwad,Pune,18.63496017,73.7894516,INR,1.0,0.0,Not Negotiable,Semi-Furnished,610.0,0.0,14000.0
32,1,BHK,Apartment,Yerawada,Pune,18.56578255,73.8832016,INR,1.0,0.0,Not Negotiable,Semi-Furnished,550.0,0.0,14000.0
33,3,BHK,Villa,Wagholi,Pune,18.58267593,73.97707367,INR,3.0,0.0,Not Negotiable,Furnished,2100.0,0.0,32000.0
34,1,BHK,Independent House,Chinchwad,Pune,18.63115883,73.79122162,INR,2.0,0.0,Not Negotiable,Furnished,300.0,0.0,8000.0
35,1,BHK,Apartment,Chakan,Pune,18.75749969,73.85807037,INR,2.0,0.0,Not Negotiable,Semi-Furnished,627.0,0.0,7000.0
36,2,BHK,Apartment,Dhayari,Pune,18.44337654,73.81282043,INR,2.0,0.0,Not Negotiable,Furnished,900.0,0.0,17500.0
37,1,BHK,Apartment,Wakad,Pune,18.59602737,73.75917053,INR,1.0,0.0,Not Negotiable,Semi-Furnished,550.0,0.0,20000.0
38,1,RK,Studio Apartment,Wanowrie,Pune,19.13683128,72.86800385,INR,1.0,0.0,Not Negotiable,Semi-Furnished,250.0,0.0,19000.0
39,2,BHK,Apartment,Hingne Budrukh,Pune,26.83705139,80.93888092,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1200.0,0.0,18000.0
40,4,BHK,Apartment,Talegaon Dabhade,Pune,18.72934914,73.64609528,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2000.0,0.0,35000.0
41,3,BHK,Apartment,Wakad,Pune,18.59318161,73.77986908,INR,3.0,0.0,Not Negotiable,Furnished,1650.0,0.0,55000.0
42,3,BHK,Apartment,Baner,Pune,28.66072845,77.37116241,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1400.0,0.0,20000.0
43,2,BHK,Apartment,Chikhali,Pune,18.68061447,73.82879639,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1200.0,0.0,13000.0
44,2,BHK,Apartment,Wakad,Pune,18.5906601,73.77902985,INR,2.0,0.0,Not Negotiable,Semi-Furnished,905.0,0.0,18000.0
45,1,BHK,Apartment,Baner,Pune,18.55978584,73.77967834,INR,1.0,0.0,Not Negotiable,Unfurnished,650.0,0.0,15000.0
46,2,BHK,Apartment,Loni Kalbhor,Pune,18.48707962,74.01500702,INR,2.0,0.0,Not Negotiable,Unfurnished,754.0,0.0,10000.0
47,4,BHK,Villa,Baner,Pune,18.55982018,73.78572845,INR,0.0,0.0,Not Negotiable,Furnished,6000.0,0.0,90000.0
48,4,BHK,Apartment,Pashan,Pune,23.02228737,72.50914001,INR,4.0,0.0,Not Negotiable,Furnished,2200.0,0.0,55002.0
49,2,BHK,Apartment,Viman Nagar,Pune,18.56719398,73.91213989,INR,2.0,0.0,Not Negotiable,Furnished,1000.0,0.0,21000.0
50,2,BHK,Apartment,Sukhsagar Nagar,Pune,18.41939735,73.85161591,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1000.0,0.0,12000.0
51,1,BHK,Apartment,Bavdhan,Pune,18.52026939,73.76664734,INR,1.0,0.0,Not Negotiable,Semi-Furnished,730.0,0.0,13500.0
52,1,BHK,Apartment,Yerawada,Pune,18.55448723,73.89758301,INR,1.0,0.0,Not Negotiable,Furnished,621.0,0.0,28000.0
53,3,BHK,Apartment,Baner,Pune,18.55174637,73.78198242,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1600.0,0.0,45000.0
54,2,BHK,Apartment,Hadapsar,Pune,18.52124214,73.93656921,INR,2.0,0.0,Not Negotiable,Semi-Furnished,800.0,0.0,32000.0
55,2,BHK,Apartment,Lohegaon,Pune,18.60525894,73.91014862,INR,2.0,0.0,Not Negotiable,Unfurnished,980.0,0.0,21000.0
56,3,BHK,Villa,Wagholi,Pune,18.58479881,73.97431183,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2000.0,0.0,36000.0
57,1,BHK,Apartment,Viman Nagar,Pune,18.56602287,73.9102478,INR,1.0,0.0,Not Negotiable,Furnished,680.0,0.0,27000.0
58,1,BHK,Apartment,Undri,Pune,18.44833183,73.92327881,INR,1.0,0.0,Not Negotiable,Semi-Furnished,550.0,0.0,11000.0
59,1,BHK,Apartment,Kharadi,Pune,18.55333519,73.94477844,INR,1.0,0.0,Not Negotiable,Unfurnished,550.0,0.0,22000.0
60,1,BHK,Apartment,Wagholi,Pune,18.58137703,73.98854828,INR,2.0,0.0,Not Negotiable,Unfurnished,700.0,0.0,10000.0
61,2,BHK,Apartment,Wanowrie,Pune,18.48160553,73.89597321,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1050.0,0.0,23000.0
62,2,BHK,Apartment,Wagholi,Pune,18.57751656,73.9812851,INR,2.0,0.0,Not Negotiable,Furnished,1100.0,0.0,15000.0
63,1,BHK,Apartment,Viman Nagar,Pune,18.5635376,73.90897369,INR,1.0,0.0,Not Negotiable,Furnished,650.0,0.0,28000.0
64,2,BHK,Apartment,Wagholi,Pune,18.57848358,74.00447845,INR,2.0,0.0,Not Negotiable,Furnished,1200.0,0.0,17000.0
65,3,BHK,Apartment,Vishrantwadi,Pune,18.56936264,73.87811279,INR,3.0,0.0,Not Negotiable,Unfurnished,1500.0,0.0,28000.0
66,1,BHK,Apartment,Wagholi,Pune,18.58400536,73.99136353,INR,2.0,0.0,Not Negotiable,Semi-Furnished,710.0,0.0,8500.0
67,1,BHK,Apartment,Pimple Gurav,Pune,18.58929634,73.81355286,INR,1.0,0.0,Not Negotiable,Unfurnished,750.0,0.0,12000.0
68,3,BHK,Apartment,Hadapsar,Pune,18.51734543,73.93192291,INR,3.0,0.0,Not Negotiable,Unfurnished,1650.0,0.0,25000.0
69,2,BHK,Apartment,Pimpri Chinchwad,Pune,21.14222908,72.7721405,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1250.0,0.0,13000.0
70,1,BHK,Apartment,Karve Nagar,Pune,18.49023247,73.819664,INR,1.0,0.0,Not Negotiable,Semi-Furnished,600.0,0.0,18000.0
71,2,BHK,Apartment,Mahalunge,Pune,18.5721302,73.76119995,INR,2.0,0.0,Not Negotiable,Furnished,950.0,0.0,30000.0
72,1,BHK,Apartment,Viman Nagar,Pune,18.56800461,73.91990662,INR,1.0,0.0,Not Negotiable,Furnished,600.0,0.0,26000.0
73,2,BHK,Apartment,Wanowrie,Pune,18.49789619,73.90370941,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1050.0,0.0,23000.0
74,2,BHK,Apartment,Kharadi,Pune,18.54711151,73.93025208,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,30000.0
75,2,BHK,Apartment,Baner,Pune,18.57188988,73.77677917,INR,2.0,0.0,Not Negotiable,Furnished,1060.0,0.0,38000.0
76,2,BHK,Apartment,Tathawade,Pune,18.62477303,73.73713684,INR,2.0,0.0,Not Negotiable,Unfurnished,1100.0,0.0,23000.0
77,3,BHK,Apartment,Vadgaon Budruk,Pune,18.4787178,73.8137207,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1300.0,0.0,30000.0
78,2,BHK,Apartment,Lohegaon,Pune,18.60065651,73.92022705,INR,2.0,0.0,Not Negotiable,Semi-Furnished,950.0,0.0,19500.0
79,2,BHK,Apartment,Bavdhan,Pune,18.51470566,73.77187347,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1211.0,0.0,27500.0
80,1,BHK,Apartment,Wadgaon Sheri,Pune,18.55271912,73.92081451,INR,1.0,0.0,Not Negotiable,Semi-Furnished,600.0,0.0,18000.0
81,2,BHK,Apartment,Pimple Nilakh,Pune,18.58615685,73.78089142,INR,2.0,0.0,Not Negotiable,Furnished,1050.0,0.0,26000.0
82,2,BHK,Apartment,Ganga Dham,Pune,18.47886658,73.87547302,INR,2.0,0.0,Not Negotiable,Unfurnished,1000.0,0.0,28000.0
83,2,BHK,Apartment,Aundh,Pune,18.56284332,73.80349731,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1100.0,0.0,24200.0
84,2,BHK,Apartment,Narhe,Pune,18.44908524,73.82544708,INR,1.0,0.0,Not Negotiable,Unfurnished,980.0,0.0,12000.0
85,2,BHK,Apartment,Tingre Nagar,Pune,18.57390213,73.88419342,INR,2.0,0.0,Not Negotiable,Furnished,1000.0,0.0,27000.0
86,2,BHK,Apartment,Koregaon Park,Pune,18.53986549,73.89595795,INR,1.0,0.0,Not Negotiable,Semi-Furnished,2000.0,0.0,50000.0
87,2,BHK,Apartment,Wakad,Pune,18.59578705,73.77779388,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1050.0,0.0,28000.0
88,3,BHK,Apartment,Mundhwa,Pune,18.53946114,73.94590759,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1350.0,0.0,43000.0
89,2,BHK,Apartment,Chinchwad,Pune,18.63496017,73.7894516,INR,1.0,0.0,Not Negotiable,Unfurnished,750.0,0.0,14000.0
90,3,BHK,Apartment,Ghorpadi,Pune,18.52221107,73.90399933,INR,3.0,0.0,Not Negotiable,Unfurnished,2130.0,0.0,40000.0
91,2,BHK,Apartment,Hadapsar,Pune,18.51729012,73.94721985,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1500.0,0.0,35000.0
92,2,BHK,Apartment,Bavdhan,Pune,18.52027893,73.76657104,INR,2.0,0.0,Not Negotiable,Unfurnished,850.0,0.0,25000.0
93,2,BHK,Apartment,Hinjewadi,Pune,18.57286263,73.68908691,INR,2.0,0.0,Not Negotiable,Furnished,750.0,0.0,30500.0
94,2,BHK,Apartment,Lohegaon,Pune,18.62072754,73.91501617,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,23000.0
95,4,BHK,Apartment,Wanowrie,Pune,18.48402214,73.90130615,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2200.0,0.0,55000.0
96,1,BHK,Apartment,Wadgaon Sheri,Pune,18.55271912,73.92081451,INR,1.0,0.0,Not Negotiable,Unfurnished,700.0,0.0,15000.0
97,2,BHK,Apartment,Aundh,Pune,18.55467796,73.80711365,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1100.0,0.0,30000.0
98,3,BHK,Apartment,Tathawade,Pune,18.62471008,73.73709869,INR,3.0,0.0,Not Negotiable,Unfurnished,1400.0,0.0,28000.0
99,1,RK,Studio Apartment,Wagholi,Pune,18.58033562,73.9805069,INR,1.0,0.0,Not Negotiable,Unfurnished,350.0,0.0,4500.0
100,3,BHK,Apartment,Sangamvadi,Pune,18.54178619,73.88245392,INR,2.0,0.0,Not Negotiable,Furnished,1500.0,0.0,35000.0
101,3,BHK,Apartment,Sangamvadi,Pune,18.54178619,73.88245392,INR,2.0,0.0,Not Negotiable,Furnished,1500.0,0.0,35000.0
102,3,BHK,Apartment,Sangamvadi,Pune,18.54178619,73.88245392,INR,2.0,0.0,Not Negotiable,Furnished,1500.0,0.0,35000.0
103,3,BHK,Apartment,Sangamvadi,Pune,18.54178619,73.88245392,INR,2.0,0.0,Not Negotiable,Furnished,1500.0,0.0,35000.0
104,3,BHK,Apartment,Sangamvadi,Pune,18.54178619,73.88245392,INR,2.0,0.0,Not Negotiable,Furnished,1500.0,0.0,35000.0
105,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
106,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
107,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
108,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
109,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
110,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
111,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
112,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
113,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
114,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
115,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
116,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
117,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
118,5,BHK,Independent House,Wadgaon Sheri,Pune,18.5601635,73.92492676,INR,5.0,0.0,Not Negotiable,Unfurnished,5000.0,0.0,110000.0
119,1,BHK,Apartment,Aundh,Pune,18.56312752,73.80509949,INR,1.0,0.0,Not Negotiable,Semi-Furnished,600.0,0.0,20000.0
120,2,BHK,Apartment,Wadgaon Sheri,Pune,18.54854393,73.92847443,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1000.0,0.0,24000.0
121,1,BHK,Apartment,Wadgaon Sheri,Pune,18.55271912,73.92081451,INR,1.0,0.0,Not Negotiable,Semi-Furnished,650.0,0.0,20000.0
122,4,BHK,Apartment,Aundh,Pune,18.55584717,73.80997467,INR,4.0,0.0,Not Negotiable,Furnished,1800.0,0.0,80000.0
123,3,BHK,Apartment,Pashan,Pune,18.53939247,73.79570007,INR,3.0,0.0,Not Negotiable,Furnished,1560.0,0.0,50000.0
124,2,BHK,Apartment,Aundh,Pune,18.56051636,73.80738068,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1100.0,0.0,30000.0
125,1,BHK,Apartment,Aundh,Pune,18.56212997,73.80351257,INR,1.0,0.0,Not Negotiable,Semi-Furnished,650.0,0.0,20000.0
126,4,BHK,Apartment,Kondhwa,Pune,18.45946693,73.89128876,INR,4.0,0.0,Not Negotiable,Unfurnished,2300.0,0.0,50000.0
127,3,BHK,Apartment,Tathawade,Pune,18.62471008,73.73709869,INR,2.0,0.0,Not Negotiable,Unfurnished,1500.0,0.0,29000.0
128,2,BHK,Apartment,Aundh,Pune,18.56051636,73.80738068,INR,2.0,0.0,Not Negotiable,Furnished,1100.0,0.0,30000.0
129,2,BHK,Apartment,Aundh,Pune,18.56051636,73.80738068,INR,1.0,0.0,Not Negotiable,Furnished,960.0,0.0,25000.0
130,3,BHK,Apartment,Aundh,Pune,18.56450272,73.80047607,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1600.0,0.0,38000.0
131,3,BHK,Apartment,Aundh,Pune,18.56051636,73.80738068,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1490.0,0.0,35000.0
132,1,BHK,Apartment,Aundh,Pune,18.56051636,73.80738068,INR,1.0,0.0,Not Negotiable,Semi-Furnished,600.0,0.0,19000.0
133,2,BHK,Apartment,Dhanori,Pune,18.59893608,73.90194702,INR,2.0,0.0,Not Negotiable,Semi-Furnished,965.0,0.0,22400.0
134,2,BHK,Apartment,Dhanori,Pune,18.59297371,73.90126038,INR,2.0,0.0,Not Negotiable,Semi-Furnished,952.0,0.0,19600.0
135,2,BHK,Apartment,Dhanori,Pune,18.59836388,73.90181732,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1080.0,0.0,20800.0
136,2,BHK,Apartment,Dhanori,Pune,18.5966568,73.89671326,INR,2.0,0.0,Not Negotiable,Semi-Furnished,982.0,0.0,18500.0
137,3,BHK,Apartment,Lohegaon,Pune,18.62072754,73.91501617,INR,3.0,0.0,Not Negotiable,Furnished,1320.0,0.0,29000.0
138,2,BHK,Apartment,Dhanori,Pune,18.60192871,73.90148163,INR,2.0,0.0,Not Negotiable,Semi-Furnished,925.0,0.0,19000.0
139,2,BHK,Apartment,Dhanori,Pune,18.59461403,73.90431976,INR,2.0,0.0,Not Negotiable,Semi-Furnished,952.0,0.0,21000.0
140,2,BHK,Apartment,Lohegaon,Pune,18.60000038,73.91000366,INR,2.0,0.0,Not Negotiable,Semi-Furnished,950.0,0.0,20000.0
141,2,BHK,Apartment,Dhanori,Pune,18.59954453,73.9006958,INR,2.0,0.0,Not Negotiable,Semi-Furnished,952.0,0.0,21000.0
142,2,BHK,Apartment,Dhanori,Pune,18.59116364,73.89559937,INR,2.0,0.0,Not Negotiable,Semi-Furnished,885.0,0.0,18800.0
143,2,BHK,Apartment,Dhanori,Pune,18.59116364,73.89559937,INR,2.0,0.0,Not Negotiable,Semi-Furnished,935.0,0.0,19400.0
144,2,BHK,Apartment,Lohegaon,Pune,18.60369492,73.90953064,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1030.0,0.0,21000.0
145,2,BHK,Apartment,Lohegaon,Pune,18.60346985,73.91340637,INR,2.0,0.0,Not Negotiable,Semi-Furnished,952.0,0.0,20700.0
146,2,BHK,Apartment,Lohegaon,Pune,18.60121727,73.91455841,INR,2.0,0.0,Not Negotiable,Semi-Furnished,960.0,0.0,19100.0
147,3,BHK,Apartment,Lohegaon,Pune,18.61118889,73.91108704,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1225.0,0.0,23000.0
148,2,BHK,Apartment,Lohegaon,Pune,18.60121727,73.91455841,INR,2.0,0.0,Not Negotiable,Semi-Furnished,915.0,0.0,19000.0
149,2,BHK,Apartment,Dhanori,Pune,18.60192871,73.90148163,INR,2.0,0.0,Not Negotiable,Semi-Furnished,880.0,0.0,18000.0
150,2,BHK,Apartment,Lohegaon,Pune,18.60799026,73.90748596,INR,2.0,0.0,Not Negotiable,Semi-Furnished,915.0,0.0,19000.0
151,2,BHK,Apartment,Lohegaon,Pune,18.59991455,73.90873718,INR,2.0,0.0,Not Negotiable,Semi-Furnished,952.0,0.0,19100.0
152,2,BHK,Apartment,Lohegaon,Pune,18.60000038,73.91000366,INR,2.0,0.0,Not Negotiable,Semi-Furnished,815.0,0.0,19000.0
153,2,BHK,Apartment,Lohegaon,Pune,18.60065651,73.92022705,INR,2.0,0.0,Not Negotiable,Semi-Furnished,905.0,0.0,19000.0
154,2,BHK,Apartment,Lohegaon,Pune,18.60065651,73.92022705,INR,2.0,0.0,Not Negotiable,Semi-Furnished,905.0,0.0,19000.0
155,2,BHK,Apartment,Dhanori,Pune,18.60248947,73.90661621,INR,2.0,0.0,Not Negotiable,Semi-Furnished,904.0,0.0,19600.0
156,2,BHK,Apartment,Lohegaon,Pune,18.59597778,73.90735626,INR,2.0,0.0,Not Negotiable,Semi-Furnished,868.0,0.0,18700.0
157,2,BHK,Apartment,Dhanori,Pune,18.60419464,73.90248871,INR,2.0,0.0,Not Negotiable,Semi-Furnished,915.0,0.0,18600.0
158,2,BHK,Apartment,Lohegaon,Pune,18.60061073,73.92128754,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1002.0,0.0,19600.0
159,2,BHK,Apartment,Lohegaon,Pune,18.60061073,73.92128754,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1002.0,0.0,19600.0
160,2,BHK,Apartment,Dhanori,Pune,18.60248947,73.90661621,INR,2.0,0.0,Not Negotiable,Semi-Furnished,942.0,0.0,21000.0
161,2,BHK,Apartment,Dhanori,Pune,18.59473228,73.90409088,INR,2.0,0.0,Not Negotiable,Semi-Furnished,915.0,0.0,20000.0
162,2,BHK,Apartment,Dhanori,Pune,18.59893608,73.90194702,INR,2.0,0.0,Not Negotiable,Semi-Furnished,925.0,0.0,22000.0
163,3,BHK,Apartment,Dhanori,Pune,18.60248947,73.90661621,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1220.0,0.0,24500.0
164,2,BHK,Apartment,Dhanori,Pune,18.59954453,73.9006958,INR,2.0,0.0,Not Negotiable,Semi-Furnished,905.0,0.0,20000.0
165,3,BHK,Apartment,Dhanori,Pune,18.60419464,73.90248871,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1050.0,0.0,20800.0
166,3,BHK,Apartment,Dhanori,Pune,18.58807373,73.89533997,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1180.0,0.0,22000.0
167,2,BHK,Apartment,Lohegaon,Pune,18.60913467,73.90710449,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1005.0,0.0,19900.0
168,1,BHK,Apartment,Wadgaon Sheri,Pune,18.55271912,73.92081451,INR,1.0,0.0,Not Negotiable,Semi-Furnished,650.0,0.0,20000.0
169,1,BHK,Apartment,Mahalunge,Pune,18.5721302,73.76119995,INR,1.0,0.0,Not Negotiable,Furnished,750.0,0.0,27000.0
170,2,BHK,Apartment,Tathawade,Pune,18.62477303,73.73713684,INR,2.0,0.0,Not Negotiable,Unfurnished,1100.0,0.0,24000.0
171,3,BHK,Apartment,Aundh,Pune,18.56154823,73.80631256,INR,3.0,0.0,Not Negotiable,Furnished,1680.0,0.0,75000.0
172,3,BHK,Apartment,Pashan,Pune,18.55017853,73.80449677,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1450.0,0.0,40000.0
173,3,BHK,Apartment,Tathawade,Pune,18.62471008,73.73709869,INR,2.0,0.0,Not Negotiable,Furnished,1350.0,0.0,45000.0
174,2,BHK,Apartment,Dhayari,Pune,18.45779228,73.80800629,INR,2.0,0.0,Not Negotiable,Unfurnished,1000.0,0.0,26000.0
175,3,BHK,Apartment,Tathawade,Pune,18.60876274,73.75455475,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1250.0,0.0,35000.0
176,2,BHK,Apartment,Lohegaon,Pune,18.62072754,73.91501617,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,23000.0
177,3,BHK,Apartment,Tathawade,Pune,18.62471008,73.73709869,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1460.0,0.0,30000.0
178,3,BHK,Apartment,Tathawade,Pune,18.62471008,73.73709869,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1460.0,0.0,29000.0
179,1,BHK,Apartment,Hinjewadi,Pune,18.57936478,73.73588562,INR,1.0,0.0,Not Negotiable,Semi-Furnished,475.0,0.0,24000.0
180,2,BHK,Apartment,Hinjewadi,Pune,18.58862686,73.70233917,INR,2.0,0.0,Not Negotiable,Furnished,750.0,0.0,30000.0
