,numRooms,house_configuration,cleaned_house_type,location,city,latitude,longitude,currency,numBathrooms,numBalconies,isNegotiable,Status,converted_house_size,cleaned_security_deposit,price
123,3,BHK,Apartment,Worli,Mumbai,19.00309181,72.82584381,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,275000.0
124,2,BHK,Apartment,Worli,Mumbai,19.00612831,72.82883453,INR,3.0,0.0,Not Negotiable,Unfurnished,1058.0,0.0,160000.0
125,2,BHK,Apartment,Andheri West,Mumbai,19.12310028,72.82797241,INR,2.0,0.0,Not Negotiable,Furnished,850.0,0.0,125000.0
126,4,BHK,Apartment,Malabar Hill,Mumbai,18.95371056,72.8004303,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3200.0,0.0,525000.0
127,2,BHK,Apartment,Andheri West,Mumbai,19.13937759,72.82843781,INR,2.0,0.0,Not Negotiable,Furnished,800.0,0.0,75000.0
128,1,BHK,Apartment,Dombivali East,Mumbai,19.20380211,73.09098053,INR,1.0,0.0,Not Negotiable,Semi-Furnished,695.0,0.0,10000.0
129,2,BHK,Apartment,Andheri West,Mumbai,19.13805008,72.82532501,INR,2.0,0.0,Not Negotiable,Unfurnished,750.0,0.0,70000.0
130,3,BHK,Apartment,Andheri West,Mumbai,19.1389389,72.83456421,INR,3.0,0.0,Not Negotiable,Furnished,1350.0,0.0,148000.0
131,1,BHK,Apartment,Andheri West,Mumbai,19.1420002,72.8259964,INR,1.0,0.0,Not Negotiable,Unfurnished,450.0,0.0,51000.0
132,1,BHK,Apartment,Andheri West,Mumbai,19.1376152,72.82183075,INR,2.0,0.0,Not Negotiable,Furnished,600.0,0.0,60000.0
133,1,BHK,Apartment,Andheri West,Mumbai,19.14537239,72.82387543,INR,1.0,0.0,Not Negotiable,Furnished,550.0,0.0,50000.0
134,1,BHK,Apartment,Andheri West,Mumbai,19.1376152,72.82183075,INR,1.0,0.0,Not Negotiable,Unfurnished,580.0,0.0,35000.0
135,1,RK,Studio Apartment,Andheri West,Mumbai,19.1376152,72.82183075,INR,1.0,0.0,Not Negotiable,Semi-Furnished,350.0,0.0,27000.0
136,1,RK,Studio Apartment,Andheri West,Mumbai,19.1376152,72.82183075,INR,1.0,0.0,Not Negotiable,Furnished,350.0,0.0,25000.0
137,1,BHK,Apartment,Sanpada,Mumbai,19.06432152,73.01615143,INR,2.0,0.0,Not Negotiable,Unfurnished,700.0,0.0,17000.0
138,2,BHK,Apartment,Andheri West,Mumbai,19.13553238,72.81269073,INR,2.0,0.0,Not Negotiable,Semi-Furnished,800.0,0.0,70000.0
139,1,BHK,Apartment,Kanjurmarg,Mumbai,19.12845993,72.92731476,INR,2.0,0.0,Not Negotiable,Unfurnished,630.0,0.0,34000.0
140,4,BHK,Apartment,Worli,Mumbai,18.99817467,72.81955719,INR,4.0,0.0,Not Negotiable,Furnished,2900.0,0.0,375000.0
141,2,BHK,Apartment,Andheri West,Mumbai,19.13805008,72.82532501,INR,2.0,0.0,Not Negotiable,Unfurnished,650.0,0.0,50000.0
142,1,BHK,Apartment,Andheri West,Mumbai,19.12927437,72.83625031,INR,1.0,0.0,Not Negotiable,Unfurnished,800.0,0.0,42000.0
