numRooms,house_configuration,cleaned_house_type,location,city,latitude,longitude,currency,numBathrooms,numBalconies,isNegotiable,Status,converted_house_size,cleaned_security_deposit,price
2,BHK,Apartment,Sector 12 Dwarka,Delhi,28.59332275,77.04021454,INR,2.0,0.0,Not Negotiable,Semi-Furnished,850.0,0.0,25000.0
2,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,2.0,0.0,Not Negotiable,Semi-Furnished,750.0,0.0,18000.0
1,RK,Studio Apartment,Model Town,Delhi,28.71587372,77.19107056,INR,1.0,0.0,Not Negotiable,Semi-Furnished,550.0,0.0,15500.0
3,BHK,Independent Floor,Gujranwala Town,Delhi,28.70003319,77.18888855,INR,2.0,0.0,Not Negotiable,Furnished,1440.0,0.0,37000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,20000.0
2,BHK,Independent Floor,Janakpuri,Delhi,28.60982704,77.10020447,INR,2.0,0.0,Not Negotiable,Unfurnished,750.0,0.0,18000.0
2,BHK,Apartment,Sector 11 Dwarka,Delhi,28.58954048,77.04999542,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1500.0,0.0,28000.0
3,BHK,Apartment,Sector 10 Dwarka,Delhi,28.58795738,77.05847168,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2000.0,0.0,38000.0
3,BHK,Apartment,Sector 6 Dwarka,Delhi,28.5899868,77.06198883,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2400.0,0.0,40000.0
3,BHK,Apartment,Sector 12 Dwarka,Delhi,28.59359932,77.03804016,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2400.0,0.0,38000.0
2,BHK,Apartment,Sector 16 Dwarka,Delhi,28.61493492,77.02437592,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,36000.0
4,BHK,Apartment,Sector 19 Dwarka,Delhi,28.57935143,77.05141449,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3000.0,0.0,55000.0
3,BHK,Apartment,Palam,Delhi,28.58340454,77.07356262,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2000.0,0.0,32000.0
2,BHK,Apartment,Dwarka Mor,Delhi,28.60035324,77.03395844,INR,2.0,0.0,Not Negotiable,Semi-Furnished,850.0,0.0,23000.0
1,BHK,Apartment,Sector 11 Dwarka,Delhi,28.58792305,77.04418945,INR,2.0,0.0,Not Negotiable,Semi-Furnished,850.0,0.0,15000.0
3,BHK,Independent Floor,Vikas Puri,Delhi,28.64492989,77.06847382,INR,2.0,0.0,Not Negotiable,Furnished,1000.0,0.0,30000.0
3,BHK,Independent Floor,Rajouri Garden,Delhi,28.64152908,77.12091064,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1700.0,0.0,40000.0
3,BHK,Independent Floor,Rajouri Garden,Delhi,28.64152908,77.12091064,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,50000.0
1,BHK,Independent Floor,Subhash Nagar,Delhi,28.63766098,77.11206818,INR,1.0,0.0,Not Negotiable,Furnished,600.0,0.0,18800.0
4,BHK,Independent Floor,Kirti Nagar,Delhi,28.64817238,77.14144897,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,75000.0
3,BHK,Independent Floor,Masjid Moth Village,Delhi,28.56234932,77.21899414,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1200.0,0.0,50000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,23000.0
3,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1350.0,0.0,50000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1125.0,0.0,25000.0
1,BHK,Independent Floor,Dabri,Delhi,28.60906982,77.08935547,INR,1.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,10500.0
2,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,1.0,0.0,Not Negotiable,Semi-Furnished,540.0,0.0,12000.0
2,BHK,Independent Floor,Dabri,Delhi,28.60726929,77.08944702,INR,2.0,0.0,Not Negotiable,Semi-Furnished,540.0,0.0,11500.0
2,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,2.0,0.0,Not Negotiable,Unfurnished,720.0,0.0,20000.0
2,BHK,Independent House,Dabri,Delhi,28.60906982,77.08935547,INR,2.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,10000.0
2,BHK,Independent Floor,Dabri,Delhi,28.60726929,77.08944702,INR,2.0,0.0,Not Negotiable,Semi-Furnished,540.0,0.0,15000.0
1,BHK,Independent Floor,Bindapur,Delhi,28.61802292,77.07226562,INR,1.0,0.0,Not Negotiable,Semi-Furnished,540.0,0.0,9000.0
1,BHK,Apartment,Vasant Kunj,Delhi,28.52543068,77.14386749,INR,1.0,0.0,Not Negotiable,Semi-Furnished,650.0,0.0,26500.0
2,BHK,Independent Floor,Dwarka Mor,Delhi,28.62422371,77.03027344,INR,2.0,0.0,Not Negotiable,Furnished,601.0,0.0,17000.0
1,BHK,Independent Floor,Sewak Park,Delhi,28.61663628,77.03444672,INR,1.0,0.0,Not Negotiable,Furnished,500.0,0.0,14000.0
2,BHK,Independent Floor,Dwarka Mor,Delhi,28.62286377,77.04042053,INR,2.0,0.0,Not Negotiable,Furnished,600.0,0.0,24000.0
2,BHK,Independent Floor,Mansa Ram Park,Delhi,28.6184845,77.03974152,INR,2.0,0.0,Not Negotiable,Furnished,800.0,0.0,21500.0
3,BHK,Independent Floor,Safdarjung Enclave,Delhi,28.56470108,77.19415283,INR,4.0,0.0,Not Negotiable,Semi-Furnished,4500.0,0.0,180000.0
1,BHK,Independent Floor,Gautam Nagar,Delhi,28.5623436,77.21340942,INR,1.0,0.0,Not Negotiable,Furnished,450.0,0.0,25000.0
3,BHK,Independent Floor,Green Park Extension,Delhi,28.55907249,77.20407104,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2300.0,0.0,130000.0
2,BHK,Independent Floor,Mansa Ram Park,Delhi,28.6184845,77.03974152,INR,2.0,0.0,Not Negotiable,Furnished,800.0,0.0,21500.0
4,BHK,Independent Floor,South Extension 2,Delhi,28.56566048,77.22041321,INR,4.0,0.0,Not Negotiable,Semi-Furnished,4500.0,0.0,210000.0
3,BHK,Independent Floor,Shastri Nagar,Delhi,28.6736927,77.17319489,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1050.0,0.0,20000.0
1,BHK,Independent Floor,Dwarka Mor,Delhi,28.62420845,77.03496552,INR,1.0,0.0,Not Negotiable,Furnished,430.0,0.0,14000.0
3,BHK,Apartment,Safdarjung Enclave,Delhi,28.56477928,77.19426727,INR,3.0,0.0,Not Negotiable,Furnished,1450.0,0.0,125000.0
1,BHK,Independent Floor,Safdarjung Enclave,Delhi,28.55963707,77.19561768,INR,1.0,0.0,Not Negotiable,Furnished,900.0,0.0,60000.0
2,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,540.0,0.0,15000.0
4,BHK,Independent Floor,Janakpuri,Delhi,28.62897873,77.08043671,INR,4.0,0.0,Not Negotiable,Furnished,3420.0,0.0,90000.0
1,BHK,Independent Floor,Dabri,Delhi,28.60726929,77.08944702,INR,2.0,0.0,Not Negotiable,Semi-Furnished,540.0,0.0,11500.0
3,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,2.0,0.0,Not Negotiable,Semi-Furnished,990.0,0.0,35000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,23000.0
2,BHK,Independent Floor,Uttam Nagar,Delhi,28.61727142,77.05036163,INR,2.0,0.0,Not Negotiable,Furnished,800.0,0.0,20000.0
3,BHK,Independent Floor,Mansa Ram Park,Delhi,28.61807823,77.04087067,INR,3.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,18000.0
2,BHK,Independent Floor,Mansa Ram Park,Delhi,28.61807823,77.04087067,INR,2.0,0.0,Not Negotiable,Furnished,720.0,0.0,20000.0
1,BHK,Independent Floor,Uttam Nagar,Delhi,28.61945724,77.05670929,INR,1.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,10000.0
1,BHK,Independent Floor,Sagar Pur,Delhi,28.60865021,77.1001358,INR,1.0,0.0,Not Negotiable,Unfurnished,540.0,0.0,9000.0
1,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,1.0,0.0,Not Negotiable,Furnished,500.0,0.0,18500.0
2,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,560.0,0.0,15000.0
2,BHK,Independent Floor,Janakpuri,Delhi,28.60982704,77.10020447,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1350.0,0.0,35000.0
2,BHK,Independent Floor,Uttam Nagar,Delhi,28.62089157,77.0579834,INR,2.0,0.0,Not Negotiable,Semi-Furnished,600.0,0.0,16000.0
1,BHK,Independent Floor,Uttam Nagar,Delhi,28.61945724,77.05670929,INR,1.0,0.0,Not Negotiable,Furnished,450.0,0.0,12500.0
4,BHK,Independent Floor,Dwarka Mor,Delhi,28.62420845,77.03496552,INR,2.0,0.0,Not Negotiable,Furnished,1100.0,0.0,36000.0
3,BHK,Independent Floor,Hauz Khas,Delhi,28.55016518,77.19645691,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2400.0,0.0,125000.0
1,BHK,Independent Floor,Dwarka Mor,Delhi,28.6241684,77.0315094,INR,1.0,0.0,Not Negotiable,Furnished,450.0,0.0,14000.0
2,BHK,Independent Floor,Uttam Nagar,Delhi,28.62231636,77.05524445,INR,2.0,0.0,Not Negotiable,Furnished,600.0,0.0,17000.0
2,BHK,Independent House,Uttam Nagar,Delhi,28.61945724,77.05670929,INR,2.0,0.0,Not Negotiable,Furnished,600.0,0.0,22000.0
1,BHK,Independent Floor,Uttam Nagar,Delhi,28.61868668,77.04715729,INR,1.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,12000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,20000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60548592,77.09065247,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1000.0,0.0,22000.0
2,BHK,Independent Floor,Green Park,Delhi,28.55524445,77.20317078,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,50000.0
1,BHK,Apartment,Chattarpur,Delhi,28.49557686,77.18509674,INR,1.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,8000.0
2,BHK,Apartment,Chattarpur,Delhi,28.49751854,77.17887115,INR,2.0,0.0,Not Negotiable,Furnished,750.0,0.0,25000.0
1,BHK,Apartment,Chattarpur,Delhi,28.49751854,77.17887115,INR,1.0,0.0,Not Negotiable,Unfurnished,450.0,0.0,12000.0
1,BHK,Apartment,Chattarpur,Delhi,28.49751854,77.17887115,INR,1.0,0.0,Not Negotiable,Furnished,490.0,0.0,18000.0
1,BHK,Apartment,Chattarpur,Delhi,28.49751854,77.17887115,INR,1.0,0.0,Not Negotiable,Furnished,450.0,0.0,18000.0
1,BHK,Independent Floor,Dwarka Mor,Delhi,28.62137222,77.03656006,INR,1.0,0.0,Not Negotiable,Furnished,500.0,0.0,14000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66797447,77.10562134,INR,3.0,0.0,Not Negotiable,Furnished,1350.0,0.0,46000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66589928,77.09988403,INR,3.0,0.0,Not Negotiable,Furnished,900.0,0.0,27000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.6651535,77.10945129,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1125.0,0.0,35000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67094231,77.10485077,INR,2.0,0.0,Not Negotiable,Semi-Furnished,756.0,0.0,23500.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66797447,77.10562134,INR,3.0,0.0,Not Negotiable,Furnished,1350.0,0.0,46000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66589928,77.09988403,INR,3.0,0.0,Not Negotiable,Furnished,900.0,0.0,27000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.6651535,77.10945129,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1125.0,0.0,35000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67094231,77.10485077,INR,2.0,0.0,Not Negotiable,Semi-Furnished,756.0,0.0,23500.0
3,BHK,Apartment,Paschim Vihar,Delhi,28.66866684,77.10193634,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1100.0,0.0,27500.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67425346,77.10559845,INR,2.0,0.0,Not Negotiable,Semi-Furnished,756.0,0.0,24000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67246056,77.1107254,INR,2.0,0.0,Not Negotiable,Semi-Furnished,756.0,0.0,22500.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66866684,77.10193634,INR,3.0,0.0,Not Negotiable,Furnished,1350.0,0.0,30000.0
4,BHK,Independent Floor,Paschim Vihar,Delhi,28.67586708,77.0990448,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,60000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67428589,77.1042099,INR,2.0,0.0,Not Negotiable,Semi-Furnished,756.0,0.0,25000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67246056,77.1107254,INR,2.0,0.0,Not Negotiable,Furnished,756.0,0.0,27500.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66716957,77.09479523,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,36000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.6651535,77.10945129,INR,3.0,0.0,Not Negotiable,Furnished,1125.0,0.0,37000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.6651535,77.10945129,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,40000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.67094231,77.10485077,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,46000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67246056,77.1107254,INR,2.0,0.0,Not Negotiable,Semi-Furnished,756.0,0.0,27500.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.67585373,77.09893799,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1350.0,0.0,36000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.67585373,77.09893799,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,29000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.67709351,77.10632324,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1548.0,0.0,41000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66866684,77.10193634,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,42000.0
3,BHK,Independent Floor,Paschim Vihar,Delhi,28.66866684,77.10193634,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,42000.0
4,BHK,Independent Floor,Paschim Vihar,Delhi,28.66866684,77.10193634,INR,4.0,0.0,Not Negotiable,Furnished,2700.0,0.0,70000.0
1,BHK,Independent Floor,Uttam Nagar,Delhi,28.61868668,77.04715729,INR,1.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,7000.0
3,BHK,Independent Floor,Uttam Nagar,Delhi,28.61867714,77.05335236,INR,2.0,0.0,Not Negotiable,Semi-Furnished,810.0,0.0,17000.0
2,BHK,Independent Floor,Uttam Nagar,Delhi,28.61945724,77.05670929,INR,2.0,0.0,Not Negotiable,Furnished,540.0,0.0,10000.0
1,BHK,Independent Floor,Vijay Nagar,Delhi,28.6918602,77.20270538,INR,1.0,0.0,Not Negotiable,Semi-Furnished,550.0,0.0,15000.0
1,RK,Studio Apartment,Kamla Nagar,Delhi,28.68088913,77.20654297,INR,1.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,10000.0
3,BHK,Independent Floor,Mansa Ram Park,Delhi,28.6184845,77.03974152,INR,2.0,0.0,Not Negotiable,Furnished,900.0,0.0,25000.0
2,BHK,Independent Floor,Dwarka Mor,Delhi,28.62137222,77.03656006,INR,2.0,0.0,Not Negotiable,Semi-Furnished,600.0,0.0,15000.0
2,BHK,Independent Floor,Bindapur,Delhi,28.61730194,77.06211853,INR,2.0,0.0,Not Negotiable,Furnished,540.0,0.0,12000.0
1,BHK,Independent Floor,Uttam Nagar,Delhi,28.62089157,77.0579834,INR,1.0,0.0,Not Negotiable,Furnished,450.0,0.0,12000.0
4,BHK,Independent Floor,Janakpuri,Delhi,28.63110924,77.0867157,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2025.0,0.0,45000.0
2,BHK,Independent Floor,Ajmeri Gate,Delhi,28.64343071,77.07590485,INR,2.0,0.0,Not Negotiable,Unfurnished,900.0,0.0,24000.0
2,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,2.0,0.0,Not Negotiable,Semi-Furnished,720.0,0.0,23000.0
3,BHK,Independent Floor,Janakpuri,Delhi,28.63110924,77.0867157,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1350.0,0.0,45000.0
4,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2925.0,0.0,70000.0
4,BHK,Independent Floor,Janakpuri,Delhi,28.63110924,77.0867157,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2925.0,0.0,60000.0
3,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,3.0,0.0,Not Negotiable,Furnished,1350.0,0.0,60000.0
1,BHK,Independent Floor,Janakpuri,Delhi,28.62897873,77.08043671,INR,2.0,0.0,Not Negotiable,Furnished,450.0,0.0,18000.0
2,BHK,Independent Floor,Sitapuri,Delhi,28.61255646,77.08008575,INR,1.0,0.0,Not Negotiable,Semi-Furnished,540.0,0.0,13000.0
2,BHK,Independent Floor,Bindapur,Delhi,28.61527824,77.07889557,INR,1.0,0.0,Not Negotiable,Furnished,540.0,0.0,18000.0
2,BHK,Independent Floor,Sagar Pur,Delhi,28.60399246,77.10236359,INR,1.0,0.0,Not Negotiable,Semi-Furnished,500.0,0.0,12000.0
2,BHK,Independent Floor,Mansa Ram Park,Delhi,28.61807823,77.04087067,INR,2.0,0.0,Not Negotiable,Furnished,700.0,0.0,16500.0
1,BHK,Independent Floor,Mansa Ram Park,Delhi,28.61807823,77.04087067,INR,1.0,0.0,Not Negotiable,Unfurnished,360.0,0.0,8500.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,21500.0
3,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1350.0,0.0,43000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1200.0,0.0,26000.0
2,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,600.0,0.0,13000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1000.0,0.0,20000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Semi-Furnished,810.0,0.0,18000.0
1,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,1.0,0.0,Not Negotiable,Semi-Furnished,360.0,0.0,8500.0
1,BHK,Independent Floor,Sagar Pur,Delhi,28.60144806,77.10504913,INR,1.0,0.0,Not Negotiable,Unfurnished,540.0,0.0,11000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60993385,77.09203339,INR,2.0,0.0,Not Negotiable,Unfurnished,900.0,0.0,16000.0
1,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,1.0,0.0,Not Negotiable,Furnished,540.0,0.0,11000.0
3,BHK,Independent Floor,Dabri,Delhi,28.60726929,77.08944702,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,19000.0
3,BHK,Independent Floor,Safdarjung Enclave,Delhi,28.56477928,77.19426727,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,150000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.66866684,77.10193634,INR,2.0,0.0,Not Negotiable,Furnished,1100.0,0.0,40000.0
2,BHK,Independent Floor,Mansa Ram Park,Delhi,28.61807823,77.04087067,INR,2.0,0.0,Not Negotiable,Furnished,750.0,0.0,20000.0
2,BHK,Apartment,Mansa Ram Park,Delhi,28.61701584,77.04221344,INR,2.0,0.0,Not Negotiable,Semi-Furnished,550.0,0.0,10500.0
1,BHK,Independent Floor,Mansa Ram Park,Delhi,28.61807823,77.04087067,INR,1.0,0.0,Not Negotiable,Unfurnished,400.0,0.0,9000.0
2,BHK,Independent Floor,Uttam Nagar,Delhi,28.61945724,77.05670929,INR,2.0,0.0,Not Negotiable,Furnished,600.0,0.0,20000.0
2,BHK,Apartment,Chattarpur,Delhi,28.49751854,77.17887115,INR,2.0,0.0,Not Negotiable,Furnished,780.0,0.0,27000.0
2,BHK,Apartment,Rajpur,Delhi,28.48803711,77.19055176,INR,2.0,0.0,Not Negotiable,Furnished,785.0,0.0,20000.0
8,BHK,Independent Floor,DLF Farms,Delhi,28.48815346,77.15697479,INR,8.0,0.0,Not Negotiable,Semi-Furnished,7200.0,0.0,1400000.0
2,BHK,Independent Floor,Paschim Vihar,Delhi,28.67382431,77.10536957,INR,2.0,0.0,Not Negotiable,Semi-Furnished,756.0,0.0,20000.0
3,BHK,Independent Floor,Dwarka Mor,Delhi,28.62420845,77.03496552,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1300.0,0.0,17000.0
3,BHK,Independent Floor,Green Park,Delhi,28.55524445,77.20317078,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1600.0,0.0,100000.0
4,BHK,Independent Floor,Greater Kailash,Delhi,28.5448494,77.24253845,INR,4.0,0.0,Not Negotiable,Semi-Furnished,4000.0,0.0,300000.0
3,BHK,Independent Floor,Jangpura,Delhi,28.58156013,77.24331665,INR,3.0,0.0,Not Negotiable,Furnished,1800.0,0.0,150000.0
3,BHK,Independent Floor,Safdarjung Enclave,Delhi,28.56477928,77.19426727,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,125000.0
2,BHK,Independent Floor,Janakpuri,Delhi,28.62119293,77.09102631,INR,2.0,0.0,Not Negotiable,Semi-Furnished,900.0,0.0,20000.0
1,BHK,Independent Floor,Sagar Pur,Delhi,28.60865021,77.1001358,INR,1.0,0.0,Not Negotiable,Semi-Furnished,450.0,0.0,11000.0
6,BHK,Independent Floor,Greater Kailash,Delhi,28.53398132,77.24250031,INR,6.0,0.0,Not Negotiable,Semi-Furnished,5400.0,0.0,400000.0
4,BHK,Independent Floor,Hauz Khas,Delhi,28.54725456,77.20079803,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3100.0,0.0,180000.0
2,BHK,Independent Floor,Green Park,Delhi,28.55524445,77.20317078,INR,2.0,0.0,Not Negotiable,Semi-Furnished,1600.0,0.0,95000.0
4,BHK,Independent Floor,Chittaranjan Park,Delhi,28.53881073,77.2489624,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2250.0,0.0,120000.0
4,BHK,Independent Floor,Greater Kailash,Delhi,28.53398132,77.24250031,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2400.0,0.0,250000.0
3,BHK,Independent Floor,Jor bagh,Delhi,28.58775711,77.21530914,INR,3.0,0.0,Not Negotiable,Semi-Furnished,4500.0,0.0,450000.0
3,BHK,Independent Floor,Jor bagh,Delhi,28.58775711,77.21530914,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3379.0,0.0,300000.0
4,BHK,Independent Floor,Panchsheel Enclave,Delhi,28.54448891,77.2288208,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,375000.0
4,BHK,Independent Floor,Hauz Khas,Delhi,28.55016518,77.19645691,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3100.0,0.0,275000.0
4,BHK,Independent Floor,Hauz Khas,Delhi,28.55016518,77.19645691,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3100.0,0.0,280000.0
4,BHK,Independent Floor,Green Park,Delhi,28.55524445,77.20317078,INR,4.0,0.0,Not Negotiable,Semi-Furnished,3100.0,0.0,250000.0
4,BHK,Independent Floor,Greater Kailash,Delhi,28.5448494,77.24253845,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2365.0,0.0,300000.0
3,BHK,Independent Floor,South Extension 2,Delhi,28.56566048,77.22041321,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2000.0,0.0,100000.0
2,BHK,Independent Floor,Lajpat Nagar,Delhi,28.57617188,77.24238586,INR,2.0,0.0,Not Negotiable,Semi-Furnished,999.0,0.0,35964.0
3,BHK,Independent Floor,Safdarjung Enclave,Delhi,28.56477928,77.19426727,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,130000.0
3,BHK,Independent Floor,Greater Kailash,Delhi,28.5327301,77.24281311,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1600.0,0.0,100000.0
3,BHK,Independent Floor,Greater kailash 1,Delhi,28.55195999,77.23581696,INR,3.0,0.0,Not Negotiable,Furnished,1600.0,0.0,110000.0
3,BHK,Independent Floor,Greater kailash 1,Delhi,28.55195999,77.23581696,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1872.0,0.0,100000.0
4,BHK,Independent Floor,Greater Kailash II,Delhi,28.5411396,77.23999023,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,180000.0
3,BHK,Independent Floor,Greater Kailash II,Delhi,28.5411396,77.23999023,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,150000.0
4,BHK,Independent Floor,Greater kailash 1,Delhi,28.55195999,77.23581696,INR,4.0,0.0,Not Negotiable,Semi-Furnished,2700.0,0.0,180000.0
4,BHK,Independent Floor,Safdarjung Enclave,Delhi,28.56477928,77.19426727,INR,4.0,0.0,Not Negotiable,Furnished,4500.0,0.0,200000.0
3,BHK,Independent Floor,Greater kailash 1,Delhi,28.55195999,77.23581696,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,120000.0
4,BHK,Independent Floor,Greater kailash 1,Delhi,28.55195999,77.23581696,INR,4.0,0.0,Not Negotiable,Semi-Furnished,4500.0,0.0,350000.0
3,BHK,Independent Floor,Greater kailash 1,Delhi,28.55195999,77.23581696,INR,3.0,0.0,Not Negotiable,Semi-Furnished,2000.0,0.0,110000.0
3,BHK,Independent Floor,Greater kailash 1,Delhi,28.55195999,77.23581696,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,150000.0
3,BHK,Independent Floor,Gulmohar park,Delhi,28.55721092,77.21279144,INR,3.0,0.0,Not Negotiable,Semi-Furnished,1800.0,0.0,250000.0
